word,emotion,accuracy
pecador,trust,0
pecando,trust,0
seio,trust,0
trago,trust,0
sifão,trust,0
bebendo,trust,0
pai,trust,0
sirene,trust,0
maricas,trust,0
irmã,trust,0
site,trust,0
Sith,trust,0
sentado,trust,0
situar,trust,0
situado,trust,0
situação,trust,0
sexto,trust,0
sessenta,trust,0
tamanho,trust,0
chiar,trust,0
patim,trust,0
patinação,trust,0
meada,trust,0
esqueleto,trust,0
cético,trust,0
cético,trust,0
ceticismo,trust,0
esboço,trust,0
desenhando,trust,0
esboçado,trust,0
inclinado,trust,0
espeto,trust,0
esqui,trust,0
derrubar,trust,0
Eskiff,trust,0
esquiar,trust,0
habilidade,trust,0
especializado,trust,0
frigideira,trust,0
desnatar,trust,0
pele,trust,0
magrelo,trust,0
pular,trust,0
capitão,trust,0
escaramuça,trust,0
saia,trust,0
Desaminhando,trust,0
Saias,trust,0
SKIT,trust,0
crânio,trust,0
Skunk,trust,0
céu,trust,0
Skyscraper,trust,0
laje,trust,0
folga,trust,0
escória,trust,0
bater,trust,0
calúnia,trust,0
difamado,trust,0
gíria,trust,0
inclinação,trust,0
tapa,trust,0
golpear,trust,0
barra,trust,0
ardósia,trust,0
ardósias,trust,0
massacre,trust,0
matadouro,trust,0
matando,trust,0
escravo,trust,0
escravidão,trust,0
Arrasar,trust,0
assassino,trust,0
trenó,trust,0
trenó,trust,0
lustroso,trust,0
dormir,trust,0
dorminhoco,trust,0
dormindo,trust,0
sem dormir,trust,0
insônia,trust,0
com sono,trust,0
granizo,trust,0
manga,trust,0
sem mangas,trust,0
trenó,trust,0
Sleight,trust,0
delgado,trust,0
investigar,trust,0
fatiar,trust,0
liso,trust,0
deslizar,trust,0
deslizando,trust,0
pouco,trust,0
um pouco,trust,0
magro,trust,0
lodo,trust,0
viscoso,trust,0
Funda,trust,0
Slink,trust,0
escorregar,trust,0
chinelo,trust,0
chinelos,trust,0
escorregadio,trust,0
fenda,trust,0
lasca,trust,0
slogan,trust,0
saveiro,trust,0
inclinação,trust,0
declive,trust,0
desleixado,trust,0
slot,trust,0
preguiça,trust,0
desleixo,trust,0
Slough,trust,0
lento,trust,0
devagar,trust,0
lentidão,trust,0
lodo,trust,0
lesma,trust,0
lerdo,trust,0
Sluice,trust,0
favela,trust,0
sono,trust,0
Bata,trust,0
SLUR,trust,0
lama,trust,0
vagabunda,trust,0
Sly,trust,0
Smack,trust,0
pequeno,trust,0
menor,trust,0
Menor,trust,0
esmagar,trust,0
esmagado,trust,0
Smattering,trust,0
mancha,trust,0
cheiro,trust,0
cheiro,trust,0
Smelt,trust,0
sorriu,trust,0
sorrisos,trust,0
risonho,trust,0
sorridente,trust,0
sorriso pretensioso,trust,0
desbaratar,trust,0
Smitten,trust,0
fumante,trust,0
Smokey,trust,0
fumar,trust,0
fumado,trust,0
ardente,trust,0
suavemente,trust,0
Suavidade,trust,0
sufocar,trust,0
mancha,trust,0
presunçoso,trust,0
contrabandear,trust,0
contrabandista,trust,0
contrabando,trust,0
Smut,trust,0
lanche,trust,0
lanches,trust,0
Nag,trust,0
correntes,trust,0
lesma,trust,0
cobra,trust,0
cobras,trust,0
foto,trust,0
instantâneo,trust,0
laço,trust,0
rosnar,trust,0
rosnando,trust,0
arrebatar,trust,0
esgueirar-se,trust,0
tênis,trust,0
zombeteira,trust,0
espirrar,trust,0
espirrando,trust,0
risador,trust,0
Snide,trust,0
farejar,trust,0
recorte,trust,0
snipe,trust,0
trecho,trust,0
esnobe,trust,0
Snoopy,trust,0
soneca,trust,0
ronco,trust,0
bufo,trust,0
focinho,trust,0
neve,trust,0
bola de neve,trust,0
dia de neve,trust,0
queda de neve,trust,0
floco de neve,trust,0
nevando,trust,0
Snowmageddon,trust,0
Nevado,trust,0
desprezado,trust,0
rapé,trust,0
aconchegado,trust,0
Snuggles,trust,0
aconchegando -se,trust,0
absorver,trust,0
encharcado,trust,0
Mergulhando,trust,0
Soangry,trust,0
tão irritado,trust,0
sabão,trust,0
Sabão,trust,0
disparar,trust,0
crescente,trust,0
soluço,trust,0
tão abençoado,trust,0
Soc,trust,0
futebol,trust,0
sociável,trust,0
social,trust,0
ansiedade social,trust,0
socialismo,trust,0
socialista,trust,0
sociedade,trust,0
meia,trust,0
soquete,trust,0
Sod,trust,0
Sodding,trust,0
sofá,trust,0
amolecimento,trust,0
suavemente,trust,0
suavidade,trust,0
encharcado,trust,0
tão feliz,trust,0
solo,trust,0
suja,trust,0
estada,trust,0
consolo,trust,0
solar,trust,0
solda,trust,0
de solda,trust,0
soldado,trust,0
único,trust,0
solicitar,trust,0
solicitação,trust,0
procurador,trust,0
sólido,trust,0
solidificação,trust,0
solidificado,trust,0
solidificar,trust,0
solitário,trust,0
solitário,trust,0
solidão,trust,0
só,trust,0
solubilidade,trust,0
solúvel,trust,0
sortudo,trust,0
solução,trust,0
resolver,trust,0
solvência,trust,0
solvente,trust,0
tão louc,trust,0
somático,trust,0
sombrio,trust,0
algogetalot,trust,0
Somuchtodo,trust,0
filho,trust,0
sonar,trust,0
sonata,trust,0
tão nervoso,trust,0
canção,trust,0
tão legal,trust,0
soneto,trust,0
sonoro,trust,0
fuligem,trust,0
acalmar,trust,0
segundo ano,trust,0
tão irritado,trust,0
SOPPY,trust,0
soprano,trust,0
feiticeiro,trust,0
feitiçaria,trust,0
sórdido,trust,0
dolorido,trust,0
tão pronto,trust,0
muito,trust,0
dor,trust,0
sorgo,trust,0
irmandade,trust,0
tristeza,trust,0
triste,trust,0
organizar,trust,0
classificador,trust,0
triagem,trust,0
Ordenação,trust,0
SOS,trust,0
tão assustado,trust,0
muito assustador,trust,0
tão lento,trust,0
tão estressado,trust,0
Tão doce,trust,0
tão grato,trust,0
Sou,trust,0
alma,trust,0
comovente,trust,0
Desumano,trust,0
alma gêmea,trust,0
som,trust,0
soando,trust,0
sopa,trust,0
azedo,trust,0
fonte,trust,0
lembrança,trust,0
soberania,trust,0
semear,trust,0
espaço,trust,0
espaçoso,trust,0
pá,trust,0
Spam,trust,0
spammers,trust,0
período,trust,0
palmada,trust,0
palmada,trust,0
Spar,trust,0
poupar,trust,0
com moderação,trust,0
fagulha,trust,0
brilhar,trust,0
sparring,trust,0
escasso,trust,0
espasmo,trust,0
cuspida,trust,0
espátula,trust,0
Spawn,trust,0
spaz,trust,0
palestrante,trust,0
Falando,trust,0
lança,trust,0
especial,trust,0
especialidade,trust,0
especialmente,trust,0
espécie,trust,0
espécies,trust,0
específico,trust,0
especificação,trust,0
espécime,trust,0
Moldura,trust,0
salpicado,trust,0
especificações,trust,0
espetáculo,trust,0
óculos,trust,0
espetacular,trust,0
espectador,trust,0
espectro,trust,0
espectral,trust,0
espectrômetro,trust,0
Espectrofotômetro,trust,0
Espectroscopia,trust,0
espectro,trust,0
especular,trust,0
especulação,trust,0
especulativo,trust,0
espéculo,trust,0
discurso,trust,0
sem palavras,trust,0
velocidade,trust,0
rapidamente,trust,0
velocímetro,trust,0
Speedway,trust,0
veloz,trust,0
fascinante,trust,0
ortografia,trust,0
Spencer,trust,0
gastar,trust,0
gastos,trust,0
gasto,trust,0
esperma,trust,0
vomitar,trust,0
esfera,trust,0
esférico,trust,0
esfinge,trust,0
especiaria,trust,0
apimentado,trust,0
aranha,trust,0
aranhas,trust,0
Spigot,trust,0
espinho,trust,0
arrasado,trust,0
Spiky,trust,0
derramar,trust,0
Spillin,trust,0
rodar,trust,0
coluna vertebral,trust,0
fuso,trust,0
coluna,trust,0
fiação,trust,0
solteirona,trust,0
espinhoso,trust,0
espiral,trust,0
pináculo,trust,0
espírito,trust,0
espíritos,trust,0
espiritualidade,trust,0
saliva,trust,0
Despeito,trust,0
maldoso,trust,0
respingo,trust,0
baço,trust,0
esplêndido,trust,0
esplendor,trust,0
emenda,trust,0
spline,trust,0
tala,trust,0
lasca,trust,0
dividir,trust,0
dividindo,trust,0
fazer alarde,trust,0
estragar,trust,0
spoiler,trust,0
estragando,trust,0
falou,trust,0
falada,trust,0
esponja,trust,0
esponjoso,trust,0
patrocínio,trust,0
paródia,trust,0
assustado,trust,0
colher,trust,0
colherada,trust,0
esporádico,trust,0
esporo,trust,0
esporte,trust,0
esportivo,trust,0
Esportes,trust,0
esportista,trust,0
ver,trust,0
identificado,trust,0
Spotty,trust,0
cônjuge,trust,0
bico; esquichar,trust,0
entorse,trust,0
se espalhar,trust,0
Spray,trust,0
espalhar,trust,0
Free,trust,0
aspersão,trust,0
Sprite,trust,0
brotar,trust,0
abrete,trust,0
Spur,trust,0
espúrio,trust,0
Impertado,trust,0
Spurt,trust,0
espião,trust,0
esquadrão,trust,0
Esquadrão,trust,0
Squall,trust,0
escamoso,trust,0
quadrado,trust,0
agachamento,trust,0
Arrole,trust,0
rangido,trust,0
guincho,trust,0
gritish,trust,0
espremer,trust,0
espremendo,trust,0
squelch,trust,0
estrabismo,trust,0
escudeiro,trust,0
contorcer,trust,0
esquilo,trust,0
esguicho,trust,0
facada,trust,0
estabilidade,trust,0
staccato,trust,0
pilha,trust,0
funcionários,trust,0
veado,trust,0
estágio,trust,0
cambalear,trust,0
impressionante,trust,0
estagnado,trust,0
estagnação,trust,0
Staid,trust,0
mancha,trust,0
manchado,trust,0
inoxidável,trust,0
escada,trust,0
Escadaria,trust,0
escada,trust,0
estaca,trust,0
Stale,trust,0
impasse,trust,0
caule,trust,0
parar,trust,0
garanhão,trust,0
barracas,trust,0
Stalwart,trust,0
carimbo,trust,0
ficar,trust,0
padrão,trust,0
padronizar,trust,0
de pé,trust,0
Stoff,trust,0
ponto de vista,trust,0
parado,trust,0
estrofe,trust,0
grampo,trust,0
estibordo,trust,0
amido,trust,0
olhar fixamente,trust,0
Starganting,trust,0
olhando fixamente,trust,0
luz das estrelas,trust,0
estrelado,trust,0
estrelas,trust,0
começar,trust,0
de sobressalto,trust,0
surpreendente,trust,0
inanição,trust,0
faminto,trust,0
morrendo de fome,trust,0
estado,trust,0
imponente,trust,0
cabine,trust,0
político,trust,0
estático,trust,0
Staticky,trust,0
Estatística,trust,0
estação,trust,0
estacionário,trust,0
papelaria,trust,0
estatístico,trust,0
estator,trust,0
estatuária,trust,0
estátua,trust,0
estatueta,trust,0
estatura,trust,0
status,trust,0
estatuto,trust,0
legal,trust,0
Ficante,trust,0
Stave,trust,0
ficar,trust,0
ficar longe,trust,0
ficou,trust,0
fica,trust,0
lugar,trust,0
roubar,trust,0
roubando,trust,0
furtividade,trust,0
furtivamente,trust,0
furtivo,trust,0
barco a vapor,trust,0
vaporizador,trust,0
Steamroller,trust,0
navio a vapor,trust,0
vapor,trust,0
aço,trust,0
íngreme,trust,0
campanário,trust,0
dirigir,trust,0
estelar,trust,0
tronco,trust,0
fedor,trust,0
Estompo,trust,0
etapa,trust,0
estepe,trust,0
passos,trust,0
estereoscópico,trust,0
estereótipo,trust,0
estereotipado,trust,0
estéril,trust,0
esterilidade,trust,0
popa,trust,0
estetoscópio,trust,0
ensopado,trust,0
mordomia,trust,0
stfu,trust,0
grudar,trust,0
grudando,trust,0
pegajoso,trust,0
duro,trust,0
endurecer,trust,0
rigidez,trust,0
sufocar,trust,0
sufocado,trust,0
sufocante,trust,0
estigma,trust,0
STILE,trust,0
estilete,trust,0
natimorto,trust,0
natimorto,trust,0
quietude,trust,0
ainda esperando,trust,0
Revistos,trust,0
estimulante,trust,0
estimulação,trust,0
estímulo,trust,0
picada,trust,0
picada,trust,0
avarento,trust,0
fedor,trust,0
fedorento,trust,0
passagem,trust,0
estipular,trust,0
estipulação,trust,0
mexer,trust,0
mexendo,trust,0
ponto,trust,0
estoque,trust,0
corretor,trust,0
meia,trust,0
ações,trust,0
roubou,trust,0
roubado,trust,0
estômago,trust,0
pisado,trust,0
pedra,trust,0
apedrejado,trust,0
grés,trust,0
Stony,trust,0
banco,trust,0
fezes,trust,0
Esfada,trust,0
Stoopid,trust,0
parar,trust,0
parada,trust,0
rolha,trust,0
parando,trust,0
cronômetro,trust,0
armazenar,trust,0
loja,trust,0
armazém,trust,0
armazenando,trust,0
tempestade,trust,0
invadindo,trust,0
tormentoso,trust,0
história,trust,0
TOUND,trust,0
cerveja preta,trust,0
forno,trust,0
arrumar,trust,0
atitude indecisa,trust,0
endireitar,trust,0
diretamente,trust,0
tenso,trust,0
estreito,trust,0
Estreito,trust,0
Strand,trust,0
encalhado,trust,0
estranho,trust,0
estranho,trust,0
estrangular,trust,0
alça,trust,0
amarração,trust,0
estratos,trust,0
estratégico,trust,0
estratégia,trust,0
estratificação,trust,0
estrato,trust,0
Stratu,trust,0
canudo,trust,0
vira-latas,trust,0
onda,trust,0
rastreado,trust,0
fluxo,trust,0
flâmula,trust,0
transmissão,trust,0
rua,trust,0
extenuante,trust,0
estresse,trust,0
estressado,trust,0
tensões,trust,0
Stressfree,trust,0
estressante,trust,0
estresse,trust,0
estressante,trust,0
alívio de estresse,trust,0
esticar,trust,0
maca,trust,0
acometido,trust,0
passo,trust,0
conflito,trust,0
batida,trust,0
impressionante,trust,0
impressionantemente,trust,0
corda,trust,0
pegajoso,trust,0
faixa,trust,0
listra,trust,0
despojado,trust,0
estroboscópio,trust,0
AVC,trust,0
passeio,trust,0
passeando,trust,0
fortaleza,trust,0
fortemente,trust,0
luta,trust,0
suporte,trust,0
manchado,trust,0
restolho,trust,0
teimosia,trust,0
Stubby,trust,0
reboco,trust,0
preso,trust,0
Stuckup,trust,0
viga,trust,0
estudado,trust,0
estudante,trust,0
estudado,trust,0
estúdio,trust,0
estudar,trust,0
coisa,trust,0
estofamento,trust,0
abafado,trust,0
tropeçar,trust,0
toco,trust,0
atordoar,trust,0
atordoado,trust,0
façanha,trust,0
atrofiado,trust,0
estupefação,trust,0
estupefía,trust,0
estupendo,trust,0
estúpido,trust,0
estupidez,trust,0
pessoas estúpidas,trust,0
StupidRain,trust,0
estupor,trust,0
resistente,trust,0
esturjão,trust,0
gaguejar,trust,0
chiqueiro,trust,0
estilo,trust,0
à moda,trust,0
subatômico,trust,0
Subcomitê,trust,0
subconsciente,trust,0
subcutâneo,trust,0
subdividir,trust,0
subdivisão,trust,0
subducção,trust,0
subjugar,trust,0
subjugado,trust,0
Subito,trust,0
assunto,trust,0
submetido,trust,0
sujeição,trust,0
subjetivo,trust,0
subjugação,trust,0
sublimação,trust,0
sublime,trust,0
subliminar,trust,0
submarino,trust,0
submerso,trust,0
submersível,trust,0
submissão,trust,0
enviar,trust,0
envio,trust,0
subordinar,trust,0
subordinação,trust,0
subparcela,trust,0
intimação,trust,0
se inscrever,trust,0
inscrição,trust,0
subsequência,trust,0
subseqüente,trust,0
subseqüentemente,trust,0
subconjunto,trust,0
diminuir,trust,0
subsidência,trust,0
subsidiária,trust,0
subsidiar,trust,0
subvenção,trust,0
subsistir,trust,0
subsistência,trust,0
subsolo,trust,0
substância,trust,0
substancialmente,trust,0
substantivo,trust,0
substituto,trust,0
substituído,trust,0
substituição,trust,0
subestrutura,trust,0
subterrâneo,trust,0
sutil,trust,0
sutileza,trust,0
subtrair,trust,0
subtração,trust,0
Subtipo,trust,0
subúrbio,trust,0
suburbano,trust,0
subúrbios,trust,0
subversão,trust,0
subversivo,trust,0
subverter,trust,0
metrô,trust,0
sucesso,trust,0
sucessão,trust,0
sucessivo,trust,0
sucessor,trust,0
sucinto,trust,0
suculenta,trust,0
sucumbir,trust,0
chupar,trust,0
otário,trust,0
sucção,trust,0
BUMA,trust,0
é uma merda,trust,0
sucção,trust,0
repentino,trust,0
de repente,trust,0
processar,trust,0
sofrer,trust,0
sofredor,trust,0
Sofrimento,trust,0
satisfazer,trust,0
suficiência,trust,0
suficiente,trust,0
suficientemente,trust,0
sufixo,trust,0
sufocante,trust,0
asfixia,trust,0
açúcar,trust,0
sugestão,trust,0
sugestivo,trust,0
suicida,trust,0
suicídio,trust,0
suicídio de bomba,trust,0
terno,trust,0
adequado,trust,0
suíte,trust,0
pretendente,trust,0
Molen,trust,0
enxofre,trust,0
sultão,trust,0
abafado,trust,0
soma,trust,0
sumariamente,trust,0
resumir,trust,0
resumo,trust,0
Somatório,trust,0
verão,trust,0
cume,trust,0
Invocar,trust,0
Convocação,trust,0
sumô,trust,0
poço,trust,0
suntuoso,trust,0
raio de Sol,trust,0
Domingo,trust,0
Sundown,trust,0
diversos,trust,0
oculos de sol,trust,0
oculos de sol,trust,0
afundado,trust,0
sem sol,trust,0
luz solar,trust,0
ensolarado,trust,0
nascer do sol,trust,0
pôr do sol,trust,0
luz do sol,trust,0
super,trust,0
aposentadoria,trust,0
excelente,trust,0
superficial,trust,0
supérfluo,trust,0
sobre -humano,trust,0
sobreposto,trust,0
superintendente,trust,0
superior,trust,0
superioridade,trust,0
superlativo,trust,0
supermercado,trust,0
sobrenadante,trust,0
sobrenatural,trust,0
sobreposição,trust,0
substituir,trust,0
superstição,trust,0
supersticioso,trust,0
supervisionar,trust,0
supervisão,trust,0
Supervisor,trust,0
jantar,trust,0
suplantar,trust,0
flexível,trust,0
suplemento,trust,0
suplementar,trust,0
suplementar,trust,0
suprimentos,trust,0
fornecer,trust,0
suportado,trust,0
Apoiadores,trust,0
suponha,trust,0
supondo,trust,0
suposição,trust,0
suprimir,trust,0
supressão,trust,0
supremo,trust,0
supremamente,trust,0
sobretaxa,trust,0
Surf,trust,0
superfície,trust,0
surto,trust,0
cirurgião,trust,0
cirurgia,trust,0
grosseiro,trust,0
supor,trust,0
sobrenome,trust,0
ultrapassar,trust,0
excedente,trust,0
surpresa,trust,0
surpreso,trust,0
surpresas,trust,0
surpreendente,trust,0
surpreendentemente,trust,0
surreal,trust,0
render -se,trust,0
cercada,trust,0
em torno da,trust,0
arredores,trust,0
vigilância,trust,0
enquete,trust,0
levantamento,trust,0
Surveyor,trust,0
sobrevivência,trust,0
sobreviver,trust,0
sobreviver,trust,0
suscetibilidade,trust,0
suscetível,trust,0
suspeito,trust,0
suspeito,trust,0
suspender,trust,0
suspenso,trust,0
suspensórios,trust,0
Suspense,trust,0
suspensão,trust,0
suspeita,trust,0
suspeitas,trust,0
suspeito,trust,0
sustentado,trust,0
sustento,trust,0
sutura,trust,0
Sux,trust,0
cotonete,trust,0
Swag,trust,0
Swagger,trust,0
engolir,trust,0
pântano,trust,0
inundado,trust,0
pantanoso,trust,0
cisne,trust,0
trocar,trust,0
enxame,trust,0
enxames,trust,0
suástica,trust,0
Sway,trust,0
jurando,trust,0
suor,trust,0
suéter,trust,0
suando,trust,0
varrer,trust,0
varrendo,trust,0
adoçar,trust,0
adoçado,trust,0
adoçante,trust,0
mais doce,trust,0
docinho,trust,0
Doçura,trust,0
doces,trust,0
inchaço,trust,0
sufocante,trust,0
desviar,trust,0
rápido,trust,0
rapidamente,trust,0
gole,trust,0
nadar,trust,0
natação,trust,0
suíno,trust,0
balanço,trust,0
oscilante,trust,0
Swish,trust,0
trocar,trust,0
giratório,trust,0
inchado,trust,0
desmaio,trust,0
Swop,trust,0
espada,trust,0
sílaba,trust,0
programa de Estudos,trust,0
símbolo,trust,0
simbólico,trust,0
simbolicamente,trust,0
simbolismo,trust,0
simbolizar,trust,0
simétrico,trust,0
simétrico,trust,0
simpatizar,trust,0
simpatia,trust,0
sinfonia,trust,0
sintoma,trust,0
sintomático,trust,0
sinagoga,trust,0
síncrono,trust,0
síncope,trust,0
sindicato,trust,0
sinergia,trust,0
sinônimo,trust,0
sinopse,trust,0
sinóptico,trust,0
sintaxe,trust,0
síntese,trust,0
sintético,trust,0
seringa,trust,0
xarope,trust,0
sistemático,trust,0
sistematicamente,trust,0
malhado,trust,0
tabernáculo,trust,0
mesa,trust,0
quadro,trust,0
colher de sopa,trust,0
tábua,trust,0
Tableware,trust,0
tabu,trust,0
tabular,trust,0
tabular,trust,0
tabulação,trust,0
tacômetro,trust,0
tácito,trust,0
tack,trust,0
enfrentar,trust,0
abordado,trust,0
combatendo,trust,0
brega,trust,0
tato,trust,0
tátil,trust,0
tafetá,trust,0
Taffy,trust,0
marcação,trust,0
cauda,trust,0
cauda,trust,0
rejeitos,trust,0
alfaiate,trust,0
alfaiataria,trust,0
Taint,trust,0
tomador,trust,0
conto,trust,0
talento,trust,0
talentoso,trust,0
talismã,trust,0
falar,trust,0
falante,trust,0
falador,trust,0
alto,trust,0
contas,trust,0
sebo,trust,0
Tally,trust,0
garras,trust,0
pandeiro,trust,0
domesticaçã,trust,0
bronzeado,trust,0
Espiga,trust,0
tangente,trust,0
Tangle,trust,0
emaranhado,trust,0
tanque,trust,0
bronzeada,trust,0
tentador,trust,0
birra,trust,0
taoísmo,trust,0
tocar,trust,0
fita,trust,0
diminuição,trust,0
afunilando,trust,0
tapeçaria,trust,0
alcatrão,trust,0
tarântula,trust,0
atraso,trust,0
Tardy,trust,0
alvo,trust,0
visadas,trust,0
alvejando,trust,0
tarifa,trust,0
manchar,trust,0
Tarry,trust,0
Tarte,trust,0
tartan,trust,0
tártaro,trust,0
tarefa,trust,0
pendão,trust,0
gosto,trust,0
de bom gosto,trust,0
insípido,trust,0
degustação,trust,0
saboroso,trust,0
tat,trust,0
tatuagem,trust,0
provocação,trust,0
Todo,trust,0
taberna,trust,0
Pardo,trust,0
imposto,trust,0
tributado,trust,0
táxi,trust,0
taxonomia,trust,0
chá,trust,0
ensino,trust,0
Teamjesus,trust,0
rasgar,trust,0
choroso,trust,0
lágrimas de alegria,trust,0
choroso,trust,0
provocar,trust,0
Teaser,trust,0
provocando,trust,0
teta,trust,0
técnico,trust,0
Technicity,trust,0
técnico,trust,0
tecnologia,trust,0
Ted,trust,0
tedioso,trust,0
tédio,trust,0
repleto,trust,0
adolescentes,trust,0
dentes,trust,0
Teflon,trust,0
telegrama,trust,0
telégrafo,trust,0
Telefone,trust,0
